Country,Year,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
Tanzania,2001,32.8,11.5,22.29808219178082,598.5,24.0,48.2,14390302.0
Tanzania,2002,32.9,12.2,22.22986301369863,684.6,25.6,51.8,14234164.07
Tanzania,2003,33.5,11.0,22.96931506849315,334.7,26.0,49.0,14385332.01
Tanzania,2004,33.3,11.9,22.718579234972676,523.7,26.6,52.6,14378572.32
Tanzania,2005,34.3,12.7,23.298904109589042,312.4,25.1,51.5,14539120.65
Tanzania,2006,34.6,12.1,22.922739726027395,527.2,25.6,54.7,14310690.64
Tanzania,2007,33.2,11.4,22.64958904109589,516.6,24.6,54.7,14446567.32
Tanzania,2008,33.4,11.5,22.382513661202186,517.4,24.9,48.2,14205083.98
Tanzania,2009,33.6,12.4,23.187397260273972,379.9,24.5,51.5,14342385.83
Tanzania,2010,33.9,12.7,23.144109589041097,486.4,26.4,53.6,14352957.68
Tanzania,2011,34.4,11.5,22.43068493150685,726.2,24.8,53.3,14233699.15
Tanzania,2012,33.9,12.5,22.820491803278685,442.7,24.5,48.2,14361681.03
Tanzania,2013,33.7,12.8,23.05232876712329,498.7,26.2,51.1,14407356.09
Tanzania,2014,34.3,12.4,22.747945205479454,640.9,25.4,52.9,14251957.72
Tanzania,2015,33.0,12.8,23.15972602739726,586.8,24.5,49.3,14275197.32
Tanzania,2016,33.5,12.0,22.66994535519126,661.5,27.0,52.2,14293960.88
Tanzania,2017,34.0,13.4,23.30301369863014,487.3,28.5,52.2,14046452.4
Tanzania,2018,33.5,12.5,22.253972602739726,768.4,28.5,56.9,13388538.22
Tanzania,2019,33.3,12.7,23.11287671232877,832.0,30.3,60.8,13692612.4
Tanzania,2020,32.9,11.8,21.96065573770492,1238.8,27.8,53.6,13532104.6
Tanzania,2021,34.5,11.4,22.687397260273972,540.5,28.9,53.6,13925817.15
Tanzania,2022,33.4,12.6,22.544931506849313,587.7,27.6,51.5,13652389.33
Tanzania,2023,35.5,13.2,23.04739726027397,757.4,28.8,54.7,13970001.66
Thailand,2001,37.1,14.2,26.654520547945204,1520.2,24.7,55.1,12600111.21
Thailand,2002,37.5,14.8,26.811780821917807,1787.4,24.1,61.6,12507510.66
Thailand,2003,37.9,14.6,26.77917808219178,1351.5,25.1,52.2,13006946.55
Thailand,2004,38.6,14.8,26.822131147540983,1209.5,26.0,56.2,12940699.46
Thailand,2005,36.7,12.9,26.98,1395.1,25.6,60.5,12709020.07
Thailand,2006,36.7,12.9,26.8427397260274,1530.1,23.8,51.8,12659885.96
Thailand,2007,38.5,13.6,26.89369863013699,1524.6,24.9,59.8,12528503.43
Thailand,2008,37.4,12.9,26.130054644808745,1801.3,24.9,57.6,12626876.98
Thailand,2009,36.8,10.8,26.582465753424657,1743.9,28.1,61.2,12816036.32
Thailand,2010,38.8,14.4,27.512602739726027,1403.4,26.6,52.6,12553681.57
Thailand,2011,36.1,13.7,26.041095890410958,1988.1,24.2,54.0,11993096.66
Thailand,2012,37.9,17.7,27.340710382513663,1312.6,24.1,63.0,12941501.2
Thailand,2013,39.0,12.3,27.06794520547945,1427.8,23.8,56.9,12502875.51
Thailand,2014,37.7,10.8,26.883561643835616,1366.1,25.2,50.4,12953454.7
Thailand,2015,38.3,12.8,27.278356164383563,1309.5,24.5,59.0,12733054.76
Thailand,2016,40.0,11.6,27.414754098360653,1517.4,29.9,58.3,12511665.41
Thailand,2017,37.3,11.8,26.914246575342467,2055.8,22.9,51.5,11492302.83
Thailand,2018,37.6,15.4,26.9013698630137,1748.1,25.1,66.2,11730641.05
Thailand,2019,38.7,13.6,27.74931506849315,1672.4,25.2,57.6,12408807.94
Thailand,2020,37.8,15.4,27.498087431693985,1735.3,28.2,59.8,12506143.75
Thailand,2021,36.8,13.3,26.774794520547943,2147.9,26.7,56.2,12462540.3
Thailand,2022,36.5,15.6,26.454794520547946,2342.0,25.5,49.3,12086772.97
Thailand,2023,38.7,13.8,27.315068493150687,1793.8,24.9,51.1,12642326.84
Turkey,2001,35.9,-15.1,11.363287671232877,355.6,38.2,88.2,13407775.85
Turkey,2002,34.4,-30.3,9.455068493150685,392.2,33.4,72.7,13309311.23
Turkey,2003,34.9,-22.8,9.834246575342465,328.0,36.4,77.4,12972452.89
Turkey,2004,34.5,-19.2,9.580601092896174,348.5,34.9,79.9,13301020.1
Turkey,2005,35.5,-20.0,10.03972602739726,358.2,36.2,74.5,13128306.76
Turkey,2006,36.3,-23.9,10.324931506849314,301.8,34.2,73.4,13424662.02
Turkey,2007,36.5,-18.9,10.716438356164383,375.2,32.0,70.6,13248923.46
Turkey,2008,36.8,-25.3,9.37377049180328,378.4,40.3,83.2,13368087.8
Turkey,2009,32.8,-23.7,10.046027397260275,515.9,32.4,81.4,12926585.35
Turkey,2010,36.4,-20.1,12.057260273972602,474.8,31.9,67.3,13152932.11
Turkey,2011,36.9,-24.5,9.327945205479452,376.0,32.8,73.8,13008527.2
Turkey,2012,38.0,-25.6,10.409562841530056,449.6,33.0,83.2,13026221.53
Turkey,2013,34.8,-19.1,10.50054794520548,334.7,37.3,74.5,13254708.89
Turkey,2014,36.1,-7.4,11.76054794520548,384.3,36.1,71.6,13294071.82
Turkey,2015,35.2,-24.8,10.523835616438356,434.6,40.3,89.3,13128883.55
Turkey,2016,35.8,-26.2,10.752185792349728,441.4,37.8,70.2,13192234.37
Turkey,2017,36.5,-19.3,11.151780821917809,360.7,42.1,83.9,13420914.93
Turkey,2018,34.1,-13.9,12.461643835616439,395.4,33.9,77.4,12840976.98
Turkey,2019,37.6,-13.9,11.307671232876713,363.3,37.4,78.5,12701364.48
Turkey,2020,36.2,-20.8,11.458743169398906,389.0,36.3,69.8,12867026.47
Turkey,2021,35.4,-16.9,10.96,383.3,37.0,75.6,12967535.82
Turkey,2022,35.9,-19.6,10.635342465753425,414.7,42.3,80.3,12617152.59
Turkey,2023,38.8,-18.6,11.568767123287673,578.4,40.1,77.0,12843224.49
UK,2001,22.8,-16.9,6.683561643835616,945.6,46.8,115.2,8603259.04
UK,2002,20.8,-8.2,7.360821917808218,1367.2,58.6,141.1,8010321.82
UK,2003,25.6,-8.8,7.556712328767123,920.2,43.8,99.0,9650466.92
UK,2004,23.8,-4.9,7.491803278688525,1285.0,50.2,122.8,8473104.55
UK,2005,25.0,-5.5,7.418630136986302,1081.8,59.4,119.5,8617190.55
UK,2006,26.1,-5.6,7.68931506849315,1210.4,51.6,125.3,9144532.9
UK,2007,20.4,-5.6,7.474794520547945,1159.0,46.2,119.2,8504743.61
UK,2008,22.3,-7.4,6.922404371584699,1390.7,49.8,128.9,8445214.67
UK,2009,24.2,-12.2,7.015616438356163,1351.5,41.0,99.4,8823206.13
UK,2010,20.8,-13.6,5.7775342465753425,940.7,42.0,108.0,9097304.52
UK,2011,21.1,-7.5,7.376438356164384,1387.4,49.9,126.7,8752963.8
UK,2012,22.4,-6.0,6.6243169398907105,1392.8,55.5,119.5,8219820.4799999995
UK,2013,24.5,-8.5,6.703013698630136,1071.8,53.8,143.6,9055832.37
UK,2014,23.4,-7.7,7.752876712328767,1386.0,41.4,105.5,8125753.38
UK,2015,25.6,-10.1,6.908493150684931,1475.9,48.2,122.8,8842283.28
UK,2016,24.5,-6.8,7.171584699453552,1096.4,47.1,127.1,8573817.0
UK,2017,21.9,-5.5,7.156712328767123,1779.6,43.9,104.4,6854884.62
UK,2018,26.4,-8.9,7.065753424657534,1847.0,53.8,142.2,7193230.57
UK,2019,26.8,-9.5,7.171232876712328,1856.7,45.5,119.2,7495420.05
UK,2020,24.6,-5.0,7.322677595628415,2361.3,44.6,120.2,7475767.44
UK,2021,24.9,-12.1,7.260000000000001,1818.2,49.8,118.1,7689111.06
UK,2022,28.1,-7.9,7.718904109589041,1949.2,46.5,110.9,7399072.25
UK,2023,26.7,-6.2,7.73013698630137,1891.8,42.5,93.2,7559947.49
USA,2001,38.3,-17.0,15.583287671232876,937.9,44.1,87.5,12173200.23
USA,2002,36.4,-18.3,14.929589041095891,778.8,36.1,77.8,11858104.74
USA,2003,37.3,-16.0,14.833150684931509,1185.6,38.5,95.4,11742012.44
USA,2004,35.8,-14.1,15.07622950819672,1082.2,34.7,80.6,11565057.38
USA,2005,38.2,-12.6,15.671780821917809,776.6,34.0,71.3,12329185.78
USA,2006,39.6,-15.1,16.510684931506848,806.3,36.8,82.4,12293211.69
USA,2007,38.7,-11.2,15.37041095890411,1147.1000000000001,37.6,75.2,11598912.71
USA,2008,37.5,-12.3,14.358196721311476,1316.3,41.4,84.6,11918913.06
USA,2009,38.7,-10.2,14.687123287671234,990.3,39.0,93.2,11703005.68
USA,2010,39.6,-22.6,15.23890410958904,975.2,35.4,85.7,11902846.73
USA,2011,42.9,-24.9,15.936438356164384,905.8,36.7,83.5,12080994.68
USA,2012,42.6,-9.5,17.609562841530057,717.4,39.9,80.6,12552300.42
USA,2013,37.2,-15.1,14.276986301369863,1170.2,35.9,76.3,11714212.34
USA,2014,37.5,-18.3,14.384383561643837,754.0,40.6,85.3,11922995.28
USA,2015,36.2,-12.4,15.550684931506849,1215.8,37.7,77.8,11594386.89
USA,2016,36.6,-14.3,16.493169398907103,962.3,37.7,83.5,12508162.7
USA,2017,37.7,-12.6,15.941643835616437,1181.2,42.0,96.1,11875930.33
USA,2018,37.4,-17.0,14.932602739726027,854.0,43.3,89.3,11107944.61
USA,2019,36.6,-13.6,14.737260273972604,1328.0,39.3,95.8,11206757.05
USA,2020,36.0,-10.8,15.247267759562842,1145.6,35.3,85.0,11418781.89
USA,2021,36.7,-25.7,15.641643835616438,1045.8,40.0,81.4,11765016.61
USA,2022,40.1,-18.8,15.333972602739726,965.7,42.5,83.9,11975640.2
USA,2023,40.5,-9.2,16.074520547945205,819.6,41.5,87.1,11923426.89
Vietnam,2001,35.6,11.1,22.72027397260274,1364.3,30.9,90.4,12638226.56
Vietnam,2002,35.7,12.3,22.940547945205477,1561.7,28.8,78.8,12663630.24
Vietnam,2003,34.8,12.4,22.806027397260277,1267.9,30.3,73.1,12709660.66
Vietnam,2004,35.2,12.3,22.746448087431695,1084.5,35.5,83.2,13230985.15
Vietnam,2005,34.8,11.2,22.874520547945206,1555.2,34.9,82.1,12369701.91
Vietnam,2006,34.1,13.3,22.90027397260274,1613.4,31.3,76.0,12616593.25
Vietnam,2007,34.5,10.9,22.667397260273972,1890.0,31.6,79.9,12144695.62
Vietnam,2008,32.6,12.8,22.16448087431694,1570.1,33.9,84.6,12234588.9
Vietnam,2009,32.7,11.5,22.478356164383563,2474.2,40.2,112.7,12022509.56
Vietnam,2010,37.0,12.8,23.426027397260274,1829.7,31.1,75.6,12510911.46
Vietnam,2011,33.9,12.6,22.15945205479452,1860.5,31.8,75.6,12123738.84
Vietnam,2012,33.4,15.0,22.879781420765028,1690.4,30.2,77.8,12470683.1
Vietnam,2013,34.5,12.2,22.54301369863014,2243.9,33.9,82.8,11704359.44
Vietnam,2014,33.9,11.0,22.65068493150685,1604.2,30.4,77.8,12618944.82
Vietnam,2015,34.9,10.1,23.08876712328767,1358.4,29.6,71.6,12744195.36
Vietnam,2016,36.4,11.0,23.451639344262293,1714.5,32.2,78.1,12567280.3
Vietnam,2017,34.3,11.9,22.456438356164384,1418.8,43.5,101.2,12189431.47
Vietnam,2018,35.9,10.4,22.442739726027398,1371.6,33.5,72.4,12603644.71
Vietnam,2019,34.5,12.9,22.68383561643836,1388.0,37.4,79.2,13235917.24
Vietnam,2020,36.3,14.3,22.953278688524588,1801.0,39.5,79.9,13035281.97
Vietnam,2021,35.0,11.1,22.42219178082192,1802.1,33.0,79.2,12326261.21
Vietnam,2022,33.6,13.2,22.35095890410959,1687.9,34.7,68.4,12437067.03
Vietnam,2023,35.9,13.0,22.838356164383562,1383.1,32.7,67.0,12635325.97
