Country,Year,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,population,Country Code,tree_cover_extent_2000__ha,area__ha,tree_cover_loss__ha,gross_emissions_co2e_all_gases__Mg,pct_tree_cover_2000,pct_loss_vs_extent,co2_per_capita_calc,co2_growth_abs,co2_growth_prct,co2_change_pct,deforestation_pct,temp_anomaly
Tanzania,2004,33.3,11.9,22.71857923497268,523.7,26.6,52.6,3994.047866666667,4.221,0.111,0.172,3.294,0.245,0.51,38109667,TZA,26405606.71,94052972.43,66892.20697,21848381.4,28.075249540521085,0.2533257716993392,0.11075929894638019,0.5340000000000003,14.483319772172498,14.483319772172498,0.25332577169933923,0.015630511265818825
Tanzania,2005,34.3,12.7,23.29890410958904,312.4,25.1,51.5,4038.644625,5.356,0.137,0.081,4.056,0.678,0.541,39182083,TZA,26405606.71,94052972.43,91583.71975,30385513.01,28.075249540521085,0.3468343702752967,0.1366951318029723,1.1349999999999998,26.889362710258236,26.889362710258236,0.34683437027529673,0.5959553858821778
Tanzania,2006,34.6,12.1,22.922739726027395,527.2,25.6,54.7,3975.1918444444445,5.876,0.146,0.048,4.346,0.945,0.538,40294901,TZA,26405606.71,94052972.43,85294.78054,26918262.08,28.075249540521085,0.3230176889202028,0.14582490226244754,0.5200000000000005,9.708737864077687,9.708737864077687,0.32301768892020283,0.21979100232053383
Tanzania,2007,33.2,11.4,22.64958904109589,516.6,24.6,54.7,4012.9353666666666,5.706,0.138,0.073,3.984,1.018,0.631,41435509,TZA,26405606.71,94052972.43,121682.5498,40811435.65,28.075249540521085,0.4608208822330066,0.13770797409535865,-0.17,-2.893124575,-2.893124575,0.4608208822330066,-0.053359683
Tanzania,2008,33.4,11.5,22.382513661202186,517.4,24.9,48.2,3945.8566611111114,5.989,0.141,0.278,3.984,1.051,0.675,42570728,TZA,26405606.71,94052972.43,164248.2226,53623452.16,28.075249540521085,0.6220202565457358,0.14068352319462332,0.2829999999999995,4.959691552751488,4.959691552751488,0.6220202565457358,-0.320435063
Tanzania,2009,33.6,12.4,23.18739726027397,379.9,24.5,51.5,3983.996063888889,5.807,0.133,0.216,3.602,1.242,0.747,43633977,TZA,26405606.71,94052972.43,143354.2301,47350385.88,28.075249540521085,0.5428931502100676,0.1330843622161693,-0.182,-3.038904659,-3.038904659,0.5428931502100676,0.4844485365671076
Tanzania,2010,33.9,12.7,23.144109589041097,486.4,26.4,53.6,3986.9326888888886,7.194,0.161,0.264,4.567,1.472,0.892,44758489,TZA,26405606.71,94052972.43,138482.2244,48452886.92,28.075249540521085,0.5244425016280946,0.16072928646005008,1.3869999999999996,23.88496641983813,23.88496641983813,0.5244425016280946,0.44116086533423626
Tanzania,2011,34.4,11.5,22.43068493150685,726.2,24.8,53.3,3953.8053194444446,8.503,0.185,0.524,5.431,1.626,0.921,46029372,TZA,26405606.71,94052972.43,137795.8248,47775829.59,28.075249540521085,0.5218430552016655,0.18472987204778724,1.3090000000000002,18.195718654434256,18.195718654434256,0.5218430552016655,-0.272263792
Tanzania,2012,33.9,12.5,22.820491803278685,442.7,24.5,48.2,3989.3558416666665,10.401,0.22,0.304,7.25,1.858,0.987,47374259,TZA,26405606.71,94052972.43,154429.7037,53402768.11,28.075249540521085,0.5848367939279968,0.21954960815323782,1.8979999999999997,22.32153358,22.32153358,0.5848367939279968,0.1175430795718242
Tanzania,2013,33.7,12.8,23.05232876712329,498.7,26.2,51.1,4002.0433583333333,11.273,0.231,0.19,8.296,1.868,0.913,48824134,TZA,26405606.71,94052972.43,181508.8307,61164914.88,28.075249540521085,0.6873874654478636,0.2308899119439579,0.8719999999999999,8.383809249110662,8.383809249110662,0.6873874654478636,0.3493800434164278
Tanzania,2014,34.3,12.4,22.747945205479454,640.9,25.4,52.9,3958.8771444444446,11.086,0.22,0.755,7.443,1.798,1.088,50351505,TZA,26405606.71,94052972.43,198220.5631,68599700.91,28.075249540521085,0.7506760411792863,0.2201721676442442,-0.187,-1.658830835,-1.658830835,0.7506760411792863,0.044996481772592745
Tanzania,2015,33,12.8,23.15972602739726,586.8,24.5,49.3,3965.332588888889,12.911,0.248,1.041,8.68,1.975,1.215,52020959,TZA,26405606.71,94052972.43,111960.1549,39271417.7,28.075249540521085,0.4240014483651301,0.2481884272837031,1.8249999999999993,16.462204582356122,16.462204582356122,0.42400144836513015,0.45677730369039793
Tanzania,2016,33.5,12,22.66994535519126,661.5,27,52.2,3970.544688888889,13.647,0.254,1.015,8.491,2.564,1.577,53824011,TZA,26405606.71,94052972.43,152852.5566,54340533.94,28.075249540521085,0.5788640203525928,0.25354855103607943,0.7360000000000007,5.700565409340874,5.700565409340874,0.5788640203525928,-0.033003369
