country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,population
United States,2003,6010.146,20.731,2144.086,2557.332,1201.066,43.349,289908091.0
United States,2004,6112.655,20.878,2164.412,2630.811,1204.871,45.886,292786247.0
United States,2005,6132.183,20.737,2188.337,2642.556,1186.902,46.194,295716665.0
United States,2006,6052.686,20.261,2152.56,2609.566,1173.252,46.851,298730210.0
United States,2007,6130.123,20.309,2175.033,2592.442,1247.321,45.509,301844227.0
United States,2008,5915.119,19.396,2135.89,2414.717,1252.606,41.416,304970328.0
United States,2009,5480.726,17.793,1872.386,2280.318,1231.696,29.615,308023451.0
United States,2010,5679.715,18.259,1982.954,2300.574,1290.495,31.449,311062786.0
United States,2011,5546.116,17.657,1873.284,2252.414,1310.707,32.208,314105078.0
United States,2012,5344.086,16.852,1658.491,2196.025,1372.072,35.27,317115348.0
United States,2013,5480.157,17.12,1720.408,2224.627,1410.482,36.369,320110753.0
United States,2014,5528.681,17.111,1710.594,2247.931,1435.209,39.439,323115378.0
United States,2015,5376.473,16.486,1479.145,2285.676,1476.136,39.907,326126498.0
United States,2016,5252.932,15.958,1347.943,2299.961,1481.873,39.439,329179421.0
United States,2017,5212.162,15.69,1308.716,2315.177,1460.656,40.324,332204656.0
United States,2018,5377.797,16.05,1256.631,2366.168,1619.275,38.971,335056495.0
United States,2019,5262.145,15.578,1071.666,2360.999,1675.471,40.896,337790068.0
United States,2020,4714.628,13.89,877.92,2047.544,1656.255,40.688,339436157.0
United States,2021,5032.213,14.794,1004.759,2238.883,1659.128,41.312,340161441.0
United States,2022,5078.871,14.871,942.357,2258.467,1748.499,41.418,341534041.0
United States,2023,4911.391,14.299,776.767,2250.856,1755.923,39.714,343477332.0
Vietnam,2001,60.984,0.782,24.952,25.564,2.565,6.574,77969356.0
Vietnam,2002,69.528,0.883,27.49,28.636,4.1,8.274,78772227.0
Vietnam,2003,77.262,0.971,31.974,29.501,5.206,9.366,79563778.0
Vietnam,2004,88.939,1.107,34.792,33.891,8.76,10.301,80338978.0
Vietnam,2005,95.846,1.182,39.458,33.859,9.394,11.983,81088309.0
Vietnam,2006,99.652,1.213,42.744,32.412,11.212,12.258,82167900.0
Vietnam,2007,101.43,1.213,36.463,37.357,12.479,14.063,83633377.0
Vietnam,2008,114.303,1.342,43.642,40.421,13.901,15.363,85175789.0
Vietnam,2009,124.493,1.44,45.489,43.341,15.374,19.239,86460023.0
Vietnam,2010,139.564,1.596,47.463,49.303,18.049,23.77,87455150.0
Vietnam,2011,152.56,1.724,59.547,47.178,16.279,28.223,88468314.0
Vietnam,2012,144.28,1.612,52.307,44.21,17.957,28.118,89510357.0
Vietnam,2013,151.438,1.672,56.541,43.908,18.719,30.316,90573104.0
Vietnam,2014,179.971,1.963,78.073,47.698,19.599,32.694,91679583.0
Vietnam,2015,213.311,2.298,97.818,58.913,20.463,34.298,92823254.0
Vietnam,2016,220.98,2.351,106.855,55.369,20.368,36.822,94000115.0
Vietnam,2017,227.613,2.391,108.22,57.048,17.877,42.735,95176979.0
Vietnam,2018,255.319,2.653,122.121,63.633,18.554,49.637,96237319.0
Vietnam,2019,339.147,3.49,191.443,70.808,18.906,56.538,97173778.0
Vietnam,2020,362.46,3.696,215.817,68.389,16.931,60.066,98079196.0
Vietnam,2021,313.973,3.174,172.395,64.076,14.436,62.071,98935101.0
Vietnam,2022,297.634,2.986,157.181,67.727,15.636,55.979,99680656.0
Vietnam,2023,334.726,3.336,192.077,75.601,14.475,51.314,100352189.0
